words,answ_0,temp_0,answ_1,temp_1,answ_2,temp_2,answ_3,temp_3,answ_4,temp_4,answ_5,temp_5,answ_6,temp_6,answ_7,temp_7,answ_8,temp_8,answ_9,temp_9,answ_10,temp_10,answ_11,temp_11,answ_12,temp_12,answ_13,temp_13,answ_14,temp_14,answ_15,temp_15,answ_16,temp_16,answ_17,temp_17,answ_18,temp_18,answ_19,temp_19,answ_20,temp_20,answ_21,temp_21,answ_22,temp_22,answ_23,temp_23,answ_24,temp_24,answ_25,temp_25,answ_26,temp_26,answ_27,temp_27,answ_28,temp_28,answ_29,temp_29,answ_30,temp_30,answ_31,temp_31,answ_32,temp_32,answ_33,temp_33,answ_34,temp_34,answ_35,temp_35,answ_36,temp_36,answ_37,temp_37,answ_38,temp_38,answ_39,temp_39,answ_40,temp_40,answ_41,temp_41,answ_42,temp_42,answ_43,temp_43,answ_44,temp_44,answ_45,temp_45,answ_46,temp_46,answ_47,temp_47,answ_48,temp_48,answ_49,temp_49,answ_50,temp_50,answ_51,temp_51,answ_52,temp_52,answ_53,temp_53,answ_54,temp_54,answ_55,temp_55,answ_56,temp_56,answ_57,temp_57,answ_58,temp_58,answ_59,temp_59,answ_60,temp_60,answ_61,temp_61,answ_62,temp_62,answ_63,temp_63,answ_64,temp_64,answ_65,temp_65,answ_66,temp_66,answ_67,temp_67,answ_68,temp_68,answ_69,temp_69,answ_70,temp_70,answ_71,temp_71,answ_72,temp_72,answ_73,temp_73,answ_74,temp_74,answ_75,temp_75,answ_76,temp_76,answ_77,temp_77,answ_78,temp_78,answ_79,temp_79,answ_80,temp_80,answ_81,temp_81,answ_82,temp_82,answ_83,temp_83,answ_84,temp_84,answ_85,temp_85,answ_86,temp_86,answ_87,temp_87,answ_88,temp_88,answ_89,temp_89,answ_90,temp_90,answ_91,temp_91,answ_92,temp_92,answ_93,temp_93,answ_94,temp_94,answ_95,temp_95,answ_96,temp_96,answ_97,temp_97,answ_98,temp_98,answ_99,temp_99,answ_100,temp_100,answ_101,temp_101,answ_102,temp_102,answ_103,temp_103,answ_104,temp_104,answ_105,temp_105,answ_106,temp_106,answ_107,temp_107,answ_108,temp_108,answ_109,temp_109,answ_110,temp_110,answ_111,temp_111,answ_112,temp_112,answ_113,temp_113,answ_114,temp_114,answ_115,temp_115,answ_116,temp_116,answ_117,temp_117,answ_118,temp_118,answ_119,temp_119,difficulty,answ_mean,answ_sd,temp_mean,temp_sd
NARRATE,1,4009.939083951857,0,4706.050338988405,1,3606.07871154443,0,5027.759396671443,1,2631.105595118376,1,4173.137857841215,0,4737.519549610695,1,1744.248212201367,1,3682.1581217009343,1,4367.041739210132,0,2646.2630164623097,1,4785.865474276225,0,2861.397289870693,0,5646.845877941426,0,4122.69459758635,1,5227.507780918826,0,4520.651810305417,1,4653.930996689129,0,4511.124619513949,0,4750.778394945306,1,6562.094959780996,1,4626.590235534676,1,5835.533394857397,0,5188.282152337978,0,3737.650087138517,1,3622.784894223489,1,4626.567977640553,0,5652.866137617573,1,3567.8255609189973,1,4027.170303217176,0,4130.49002285448,0,3568.9653359693643,1,5475.842338866342,0,3653.352984537065,0,5025.336278580995,1,3736.4775237969006,0,3114.937496395376,1,4204.923758652046,0,4857.665482530932,1,2678.693008533385,1,4578.87013875823,1,5714.631362371829,0,4665.504530649026,1,3770.475530753969,0,3800.5503994319847,0,2767.3031731727374,1,3326.585045376574,1,3928.2822150232255,0,4408.682362618305,1,4199.645564768708,1,2346.534037091583,0,3017.9533712866187,1,2197.236730685884,0,4077.630635118997,1,2480.017714453096,1,1272.0633872026096,1,5097.907029571197,1,2809.9624064557474,0,3869.1045075111488,0,5482.478196137698,0,4167.295415005925,0,3172.72232410528,0,5129.350064089407,1,2356.899127884146,1,3269.1845170705574,1,4576.112523735061,1,2916.990215169292,0,4601.960996513579,1,3585.593490848042,1,4384.011578428878,0,3020.5530909200124,1,4516.122801577596,0,2786.9781053757715,1,4240.524789382592,0,4158.513721080133,0,5874.402875220287,0,3045.28818768022,1,3364.1094109131927,1,5431.549505104906,1,4863.189199253506,0,3170.106558704132,1,2951.519508487824,1,2731.5577328918253,1,3900.570533880201,0,2068.457568011865,0,4063.4294586827896,1,5143.135591306723,1,4701.796149587934,0,1904.9385735869903,0,2509.140658284842,1,4067.85253387116,1,3543.4902292912866,1,3590.5921804384566,1,3184.93296833704,1,3554.1812276669634,1,2342.839471474207,1,4561.451854683544,1,3596.38148066338,1,3971.91810455326,1,2217.154122564833,1,4475.076382544734,1,1148.117621569243,1,3630.252308051669,1,3068.862074386403,1,3537.663392083902,1,4039.1569276217215,1,4015.696081230236,1,3086.472631598534,1,2809.672185441135,1,3004.792406550015,1,4070.4540045628014,1,2278.2506442184485,1,5073.358125687319,1,2319.711954612672,1,3543.7814941304914,1,4674.507831078274,1,3595.3749724247045,1,1747.1699196227592,1,1250.7138006238238,1,4021.514228585188,-0.7995399832725525,0.6583333333333333,0.47625699815469086,3806.2080347560304,1078.6150940985158
HAUL,0,9799.301424579096,0,10569.590940463208,0,9025.400522715292,0,10843.838328655034,0,8348.731353265128,0,11812.818392225923,0,8961.959702411006,0,10142.513346740629,0,10092.403318642264,0,10717.9351210204,0,10507.27169958474,0,9983.894848430691,0,9948.977151618574,0,7798.855154018844,0,10809.398995093556,0,9179.761404580477,0,10864.577882803576,0,9136.314964869296,0,9649.779758236884,0,10232.878443485592,0,8057.051540111369,0,9716.522529466443,0,10269.004174064794,0,11181.935539507129,0,10445.025980214245,0,8862.303385144392,0,9232.385106942258,0,10024.223823390766,0,8237.624189556918,0,10036.321073957237,0,7831.106817350419,0,9048.110444791106,0,9074.194333508203,1,10189.115116612147,1,10408.552722235348,1,9879.45338156798,0,9844.198985699384,1,6899.461449298366,0,9512.113149907756,0,9030.876792581656,0,10014.520432765134,0,10859.574052164391,1,10639.229463047064,0,8536.792999736035,1,8965.733840576824,1,8821.493779058295,0,7442.829339009197,1,10323.611785701436,1,8532.549294592262,1,10609.044259372453,1,9525.101155431765,1,9884.179633119866,1,10292.076387257435,0,9335.92492362356,0,9294.93023713895,0,9563.94404664315,1,10528.985159820184,0,10459.32811872859,1,7854.151761466854,0,9953.488811038218,1,11768.92429732667,1,9646.795720252256,0,9473.446809787412,1,8878.522650108362,0,10527.786332470594,1,11348.292178329128,0,8338.576149553028,0,8832.435472489806,1,7726.909277958793,1,9696.049082207486,0,10093.888026580216,0,8587.869601480214,1,9187.888757145509,1,9528.632243332604,0,10419.657727756436,1,10269.6239694858,0,9036.989306397933,1,10315.077219162002,0,8912.191468915416,1,8664.079327128497,1,11140.82565742548,1,8532.766258803573,1,9466.575032895083,0,8880.104643697943,1,9425.999602113428,0,8062.1456183616,0,10670.323319691452,0,9276.440364817525,1,9401.617683356852,1,8753.395440672337,0,8090.364448405147,1,7737.552750499132,0,7647.434231328712,1,7731.177047890265,0,9122.245083433249,0,8683.842158775758,1,9696.60356604271,0,9665.349500953032,1,10037.451954881864,0,8142.535377354377,0,10406.573405056464,1,8770.501043101558,0,9082.34476110468,0,10228.639310763778,0,8979.833994429133,1,7967.5712517153,1,7891.686515993077,1,9430.869340750978,0,8079.661432378091,0,8354.340447610832,0,7720.6168618291,0,8454.327460065717,1,8055.325026121414,0,7462.183961225103,0,7023.092949705241,0,6510.559156915744,1,9693.33282868054,0,9261.311183686852,0,7300.875082109932,0,7645.214911359924,0.05658462271094322,0.35,0.4789694820193474,9311.504325445918,1094.4800271321874
HILARITY,0,6428.060464828014,1,4753.640132302598,0,4462.784325687922,0,4255.584371654775,0,3980.508685919105,1,4319.512168949399,0,4817.25396404573,0,3659.2670819328414,0,5052.471408953981,1,4884.883207914721,0,4864.676145593511,0,4884.875897588178,1,3749.947303532285,0,3690.480491837629,0,3066.1181954557537,0,4890.361200721889,0,5151.454906225823,1,4057.558966748128,0,6999.6158427529,0,4766.171631389902,1,4183.304448098679,1,6474.25420152242,1,6975.923139631802,1,6306.054553179525,1,5917.487363310426,1,1966.7776206014887,0,3489.5364199045434,1,5133.020944271182,1,5286.356185892201,0,5600.553088079345,0,4589.738769764705,1,3030.918104432775,0,5704.809741442686,0,2481.2095757135767,1,6698.90821700163,1,3743.469948544577,0,4479.281216887235,0,4563.994646882319,0,3132.811957200728,0,4163.432467777569,1,3638.3575176123168,0,5435.712160508822,0,5873.44735016827,0,4648.015888620137,1,5341.796735810365,0,2936.118510772261,0,5164.661407644673,1,4384.008679085113,1,4338.064841170815,1,3922.763896375508,1,6060.750127817597,0,4435.11880473309,1,5841.991518712664,0,6214.371011510581,1,5272.885022851614,0,5469.926861288338,0,4291.450035399027,1,5350.848386523479,0,5464.889355830822,0,4639.48121165854,1,3802.794663743389,1,5082.404391842398,0,3113.795414692677,1,4324.389048539833,1,4846.868879273316,1,6671.09827875299,1,3791.996936956744,0,5035.599771295384,0,3123.558435568791,0,5208.225704809823,0,3756.367201113408,1,4286.300086810443,0,3734.744561298095,1,4451.9337429917205,1,3610.32285434495,1,5743.08648871934,0,5120.218532004435,0,3932.4660379897455,1,4921.723409024643,1,4896.688736935671,0,5525.950744417087,0,3349.5607332693107,0,4858.667205585567,0,4794.636214926065,1,4318.971002906287,0,5048.977469243343,0,3810.49289918968,0,3686.123431320744,0,4351.334670256832,0,4032.534819422709,1,5107.7773209936495,1,4021.555367120939,1,4654.234144944346,1,5414.866055520285,1,4125.02241716406,1,4563.504481258236,1,3590.8765071663106,1,4333.625733664919,1,3430.806152622565,1,4092.060159940172,1,3718.633958268008,1,3388.089931236389,1,4985.545793262072,1,5011.289047562179,1,3537.9164227167357,1,3421.3025832268004,1,3107.342340662614,1,3152.4566201177854,1,3863.0798964928895,1,1958.1514120081729,1,3398.271768206504,1,4056.532384577276,1,4088.8075770872615,1,3315.8993659986754,1,3752.326773049018,1,4966.234630093853,1,3892.489362560936,1,4363.786658429301,1,3964.481408451734,1,3671.561101408884,-0.2080194056034088,0.5666666666666667,0.49761335152811964,4479.684067261056,994.5110451457005
IGNORANT,1,9299.519555007948,0,7557.60903710392,1,9042.430642492764,1,7648.701850109279,0,7517.86698742523,0,4064.317600516893,1,7852.698988734025,1,7374.311205450557,1,6662.179076073422,0,8231.105960744528,1,7823.234652767459,0,6220.474700298607,0,8007.239553570341,1,6687.069461261923,0,8012.775007330588,1,5531.121978750292,0,6155.771405743035,0,7175.625325788561,1,8515.674440067734,1,7668.804571134145,1,6766.918149804113,0,5808.285873376864,0,5772.405062697044,1,7143.732511731984,0,7328.453432253258,1,7667.287021831327,1,8061.701397546501,0,7759.915460611029,0,5912.088242090727,0,7195.59063756941,0,6793.76422288229,1,6227.096041572035,0,7249.24395506003,0,6442.009463815015,1,5818.71357937533,0,8536.461670545941,1,8265.689219501448,1,8397.439056366904,0,6254.123685995277,0,5580.275073940419,0,5589.788376055505,1,6646.727212610244,1,9932.78239106519,0,5661.859233432619,0,6856.480206670821,0,8580.45262237099,1,7140.643873732738,0,6207.783993315981,0,7180.202471388099,1,5786.116751255453,1,6311.571947883506,1,7699.893106723555,0,6851.512312207721,1,6882.053097732606,0,5990.418051430948,0,5012.759445556638,0,7664.55184873118,1,6248.595200512353,1,6596.261034296363,1,7729.477802620175,1,8215.529040527676,0,5451.170013775295,1,7624.396860830099,0,6236.577947311644,0,5467.461000403737,1,7117.312091455086,0,6340.406741160096,0,4450.432555321992,0,5638.7926297158565,0,6044.307908136329,1,7026.214430720756,1,8419.466912289268,0,6841.572751603832,1,3228.961364556452,0,7768.670233787478,0,4862.077013289067,0,5698.130431259327,0,6236.4897924181,0,5497.767326523054,0,4746.15344481443,1,5447.593180492443,1,5911.967926813155,1,5245.942924004329,0,8191.018422296751,0,4374.429717462223,0,5949.311411192671,0,6240.203928657004,0,7546.928185871247,1,6353.554113083194,0,7352.214479802823,1,6186.226795122157,1,7435.066943132087,1,5133.022184386099,1,4676.919121791156,1,6481.6110461830285,1,5820.014938127076,1,5670.330335473052,1,5667.663398095502,1,6299.029752610688,1,5974.5731255306855,1,4091.2007868603473,1,6059.345255118805,1,4631.136413401082,1,6036.657942959112,1,7664.571481365772,1,5340.095293793769,1,5924.27703493909,1,5630.997572139047,1,6974.787350890152,1,6387.109361225369,1,4172.144519877495,1,4284.612120118878,1,6934.606612690035,1,6096.582864484594,1,6935.223866620836,1,4209.793960308234,1,6724.6499444362325,1,5471.117708620468,1,6882.589008730578,1,4975.684309778401,-0.32361119985580444,0.575,0.49641572439697285,6524.1362713909675,1232.017310737883
CAPTION,1,7044.935166363439,1,6547.813745276449,0,8155.62118530525,0,6206.697700978677,0,7064.132255975268,1,4652.026236792298,0,6027.466211940474,1,5855.506511225505,1,7886.85712687215,0,6095.748673169923,0,7270.133825537038,1,4730.391992858208,0,6127.531950355782,1,7715.899171603718,0,6723.396318599206,0,5512.892030137014,1,7915.899256539104,0,6152.477461386417,0,6447.8546918736765,0,5796.799209731435,1,4414.271933241605,0,7974.177347550501,0,6840.610698967541,1,6230.671890223208,0,5511.104206515649,0,4815.888533327517,1,6997.196312995368,0,8371.421938980671,1,6166.408255540967,1,7322.144825137469,0,6721.532256663051,1,6464.509178493096,0,6354.088488817176,0,5520.738935544016,0,7367.645903078873,1,5602.54235818951,0,6299.652518947811,1,5165.483286430104,1,5459.536281577615,1,5621.530897207352,0,4311.311976162868,1,5423.31478665777,0,5416.370833871799,1,5558.833628102587,1,5168.717345558423,1,4775.722524855685,0,5266.637938740892,1,6141.729208209934,1,6508.993418192058,0,5479.844993203921,1,5242.09917389359,0,4801.659160528779,0,6777.247753807841,0,7474.691406311177,1,7227.10796447804,1,5150.034366036071,0,7206.410200334672,1,4742.8361540977,1,5018.42834087003,1,6622.316883474282,0,4671.558842393913,0,5329.181878643666,0,7638.415982828106,1,6287.752672018407,1,6287.402959543697,1,5357.5350994534965,1,7569.904724521333,1,4390.294529050168,0,6089.26973211601,0,4927.518448847883,1,5059.480671703588,0,6310.713947244967,0,5443.775292314277,0,7652.442298255539,0,7195.681911732292,0,6729.982649854114,0,6808.319637905688,0,5965.9252342114805,0,4773.482503693909,0,5148.800539192769,1,8016.706144907775,1,4530.951456208865,1,6437.524297276432,1,7459.185044839993,0,4794.2966749769885,0,5678.280012229109,0,5415.066527614851,0,7008.718348278453,1,7212.397832080297,0,6508.688675899993,1,4236.089717669438,1,4988.278836299989,1,6029.374987904208,1,5416.4929538185015,1,5516.309198114914,1,5573.927443690273,1,5250.731656061224,1,5541.907106993003,1,6939.652422030766,1,6037.29785817924,1,5489.27686323769,1,5903.357297519094,1,5901.213320674581,1,4930.6014590253335,1,5029.079749318172,1,6445.25107720169,1,6139.559598584287,1,4415.143694304576,1,4908.3944087856025,1,6207.975232427723,1,6771.608127372262,1,4549.576938776808,1,5155.177834753191,1,4935.403292669175,1,5735.10305423934,1,5304.05611666843,1,6810.81036104437,1,6825.126294921835,1,5780.036910763924,1,4308.542295463526,-0.38065606355667114,0.5916666666666667,0.49358631563323524,5993.667962547414,1001.7813401425906
INDICATE,0,5813.978218838982,0,4340.3697943817215,0,6492.563452412924,0,6477.195148542972,0,7196.820034327361,0,5671.955340461172,0,6049.925323876145,0,5739.338191645144,0,7001.210164665783,0,4378.523076375816,0,6645.731986882945,0,6496.2942323168845,0,5163.7745803765565,0,7238.634897087019,0,5454.068111843108,0,7821.024931559568,0,8289.271573798991,0,7663.226401535647,0,5801.703701127176,0,3467.778951042485,0,4138.668721039721,0,6170.793672241205,0,7668.578578161719,0,6277.819654635916,0,7272.508156239586,0,6976.373087316914,0,7304.95295299496,0,5878.491649663476,0,5843.155079081196,0,7714.693138077311,0,5063.96869029042,1,4520.566996784575,1,4565.631972962587,1,5194.070182646146,0,7506.015263823656,0,6516.912711576965,0,7453.231738283639,1,5913.76964862559,0,6222.506336270113,1,7536.491954673982,1,5559.428825118454,0,5732.752521264339,1,6279.059194666132,1,5424.643472833196,1,5061.347129701092,0,3990.825449058204,0,4402.832233777954,1,5326.742528293939,1,6790.813312138362,1,4807.918927919672,0,6090.353473678594,1,7524.6007424717955,1,4257.471292201919,1,6224.228335636116,0,5598.444912110501,0,6827.48435899036,1,5162.375988154085,1,4476.079695079827,0,5248.451225542276,0,5596.047896127226,1,6509.13478509123,0,6188.812912902396,1,6088.740474775861,0,5253.897686978879,1,6136.657498308047,0,4492.848817482163,1,7111.025405972207,0,4950.04560589242,0,4984.956431306056,1,5706.897076316666,1,5543.287634320898,1,4765.0591192420325,1,4083.2953277058928,1,4334.010795169228,0,7274.396005667377,1,6192.749140614359,1,5459.158391712775,1,5424.535282972079,0,5058.402302831039,1,5413.616159823764,0,7679.391763546383,1,5961.277309120546,1,5266.107962215586,1,5849.139708920151,1,5925.748975828455,0,4962.0110327401335,1,6259.179300365411,0,3739.457302812381,1,5737.201527900921,0,6650.064814426191,1,5220.062015521248,1,4742.007900232962,1,6291.805994085906,1,4052.980807775108,0,5889.815804164645,1,3290.08026497026,0,3799.262824156398,1,6327.373453193944,1,6268.038304512696,1,5475.449750046567,1,4830.56978677533,1,5770.184214155447,0,4662.276803055574,0,3967.536198378924,0,5778.078358964628,1,5926.690306544931,0,6110.997906915401,1,5822.761697350579,0,4987.457375940981,0,6189.346426926194,1,6398.040062200819,1,7069.358327915826,0,6672.564644033082,0,5372.124984582366,0,6930.722402832829,1,6367.19077840595,0,3563.2842447776648,1,6755.712251946267,0,6544.889673894531,1,5113.705379684496,0.04452570527791977,0.44166666666666665,0.4986676927444915,5787.633044251293,1075.1697020568581
SOLEMN,1,14683.297574903194,1,16118.49154057383,1,14021.487200362257,1,13712.852975881078,0,15711.595066295222,0,13893.990086654116,0,14860.69922422598,0,14350.297850599569,1,16654.053630798997,1,14624.842604424071,0,15238.070532242116,1,14422.472175018744,1,14989.86886512794,1,14532.371227156977,0,14971.119298599217,1,13844.72991318712,1,14720.665496178564,1,16732.144219793518,1,14907.856051152094,0,14966.160307463932,0,15755.45268812093,1,13451.99998493166,0,14044.038830636982,0,17278.95523001396,1,15307.072427806756,1,14713.622555122149,0,13740.276155915855,1,14584.081118196204,0,13564.040363712767,0,15250.340325243087,0,12908.918326662651,0,13973.653348317312,1,14318.78006297913,1,12957.53847252088,1,14654.089666088854,0,14883.339210989048,1,14180.701827792776,1,14601.778298293168,0,14512.36797681099,0,15108.219421236672,1,14243.972809166056,1,13782.07324708726,1,15638.435153491926,1,13621.65201505683,0,16667.092551491285,0,13332.785427112867,1,13615.751292132463,0,15736.317835750911,0,13710.34896021409,1,14626.317169651596,1,13684.261043907074,0,15008.228135391746,0,14272.882209043835,1,14364.245159418657,1,12219.281317974015,1,14122.66229838529,0,13687.132243046675,0,14182.349032870066,1,15255.507947096254,0,14039.715742300414,0,13562.98558424026,1,14598.621284333442,0,14767.60018948856,1,14608.06987923144,1,15055.00588018861,0,14075.370132588503,1,14522.499380036472,0,13441.773515727831,0,12683.938260832108,1,14126.952218687566,0,13769.864388814722,1,14244.565020820815,0,15392.34451851101,1,14514.299537695091,0,15139.463906672112,0,16540.323346922232,1,13283.276567472638,0,14936.591924863997,1,12934.0756480594,0,12529.960317494795,0,15064.601923295097,1,13120.232770423798,0,14296.904771283092,1,13237.374924557163,0,14882.070432812863,0,13847.991816253372,0,15037.457791874767,0,14366.080996064076,0,16545.485762798253,1,14090.490906845762,1,14395.3048651163,1,11920.90509540722,1,15314.587622383531,1,14754.08036963434,1,13091.111371910356,1,13800.419201909388,1,13862.692723235486,1,14824.786121429275,1,14526.933209339391,1,13375.185845109409,1,12273.138319434202,1,14433.811118311058,1,11985.093645538547,1,15021.10562204034,1,14228.632376063038,1,14186.64091666554,1,14345.711030089971,1,13603.99875624031,1,12813.002149673786,1,14851.012943171589,1,13731.964462995416,1,12182.899061084054,1,14931.324821869464,1,13383.335618338391,1,14505.40707826934,1,12998.069572167316,1,13984.721809021044,1,15215.803215658245,1,14187.83609946212,1,11072.988848009358,-0.5070241689682007,0.625,0.4861527926641233,14304.801010092395,1043.9156973937247
FORTIFY,0,13929.685266138786,1,14801.19896372909,1,14452.643489919848,1,14367.759952931166,1,14490.509355597398,0,14833.780118417824,0,13064.962701703293,1,14376.370770325742,0,13808.673391613836,0,17482.54227055532,1,14057.090291146364,0,14427.856516403092,0,12030.52839282164,0,14738.089786672448,0,14269.39923603076,1,15980.344434137134,1,14106.812389263803,0,12014.672543002454,0,14775.414704883604,0,14231.27061129017,1,14687.310768213612,1,12652.395287941834,0,13087.488807555052,1,13882.944659032912,1,13142.153567476314,1,15785.477938171873,0,14600.491363059897,1,14551.495626408305,1,12461.98132929907,1,14298.800864450242,1,15649.854616621904,1,13604.068457733956,1,13333.564202460906,1,13771.72645348145,1,14731.871950990337,0,13034.69989467895,1,13688.234739152858,1,14107.188980869909,1,13654.537088714456,0,13997.987682313616,0,13493.128305181348,0,13839.611410165417,1,14713.989483796811,0,13350.030040499254,0,13135.63000665463,1,11711.074987598982,1,13514.998684562392,1,13316.073366173145,0,14395.517045356732,1,13869.4667458797,1,13105.007486961513,1,14078.898691169696,1,13125.843198358083,1,12469.661306725073,1,13877.612572684146,1,12780.008990138544,1,16227.343637836786,1,12893.945566855984,0,14678.522714694664,1,12906.940672288069,1,14085.27530002316,0,15611.545924062264,0,13751.478208256667,0,14651.305938792031,1,13558.719185732338,0,12322.887401266104,1,13730.124440554568,1,15392.680095933863,1,14400.850062838872,1,13241.762928634653,1,13027.878462613578,0,12753.552698431216,1,13631.60488266995,0,15311.62946006862,0,14679.67483462781,1,14420.876659033787,0,13491.73664540191,1,13160.091777691829,0,11560.919703164114,1,14087.639935997817,0,14040.299986647698,1,13116.126734685728,1,14659.318576993,0,15357.056610082098,0,12537.975622476364,0,13676.401329893715,1,12939.145999381812,1,16374.540500232892,1,13818.818385441748,0,12692.317991488748,1,12862.176714637197,1,12642.125513657342,1,13876.731188151163,1,12706.420401468822,1,14272.382152714925,1,13793.07220862266,1,11991.15402871834,1,14435.981365217069,1,13225.25587307831,1,13666.610019918637,1,13196.741141131422,1,13449.867334672726,1,13342.396188033315,1,12084.558371590912,1,13473.67538584742,1,12695.6524917255,1,12988.74596377104,1,14075.226396977432,1,13111.239885044226,1,12814.008167792665,1,13200.2654073991,1,13846.78411956929,1,13045.5391154932,1,15403.045999277592,1,13509.60695357093,1,14007.740676594176,1,13111.873947148217,1,13832.361150518016,1,12400.935749038896,1,13385.759416771936,-1.0502138137817383,0.7,0.460178993308422,13774.827949917193,1008.5746127624491
MERIT,1,11092.399196951508,1,10364.845922038276,1,9347.410193720496,1,11784.177970780142,0,11425.634450118218,0,10929.3676477558,1,11268.708657877907,1,10901.309719352774,1,12390.731964175286,1,11108.815669392874,1,11307.018200300843,1,10963.409002008164,1,10900.10657611206,0,12207.485304524807,0,10004.34044355333,0,10532.676946096006,1,10824.633499449325,0,12085.740221660026,0,11561.027689810178,0,10849.819538720509,1,10328.654529388636,1,10208.122424704456,1,9798.080144049209,0,12627.303998880354,1,11481.255302720878,1,13595.397841949272,1,12294.705959448223,0,10453.290608403408,1,10937.203620563878,1,12727.930017181488,0,10999.011726269477,0,10528.295066828568,1,10488.845253362922,1,10391.297652587831,0,11368.822065025586,0,10345.558784636918,0,9622.800194616178,0,12333.352307181069,0,8603.785813945513,0,10229.299385154762,0,9754.274144098,0,10598.349505291982,1,10354.756447213464,1,10200.686440112218,0,8746.150638524015,1,10898.252078151643,0,11121.169900833434,1,11225.673017924924,0,11252.299666708865,0,10806.34278170089,1,9787.655405784097,0,10637.225215138336,1,9492.687132617852,1,8848.676484067964,1,9095.391792161658,1,10735.202550272194,1,8642.451698607347,0,10976.010032010705,0,9892.69372409408,1,10500.677283603018,0,9123.39799248902,0,10022.977139649012,1,9623.925648458831,1,10583.74732457817,0,9939.337639150452,1,9987.20762488056,1,10676.65514642364,1,9974.752413672688,1,8825.627220136648,0,9844.182583485555,0,10953.973728342658,1,10568.259597849335,0,10401.056151676148,0,11814.68837982163,0,11048.517841325103,0,11105.403834699197,0,9389.413663995194,0,12133.00213856716,0,9867.951266293458,1,10800.951854057908,0,10140.02173769059,1,9766.972851272769,0,10523.55179219836,0,10938.735593514752,0,11735.02780584996,0,12172.81974786947,1,9812.666535365335,1,9656.365605383917,0,10936.526560707933,0,10546.574428550111,1,10771.086661087256,1,10424.966079195734,1,10458.65772707238,1,10684.35568813906,1,9890.6459477375,1,8857.67572781703,1,10054.214193151716,1,9403.811542265934,1,11307.663128150294,1,10321.930607610022,1,9574.484033039626,1,10441.08463500906,1,8448.938536103948,1,10502.280264441664,1,10085.82517258933,1,8692.19493537744,1,9533.485917278214,1,8046.250102577599,1,9107.06070853791,1,9925.369910855095,1,11920.954780706696,1,10251.633664701836,1,8901.175191703036,1,10425.45535619702,1,8740.198681502325,1,8205.320732767106,1,10626.790707118866,1,8992.573587682342,1,10322.316030475997,1,12366.838361159462,-0.6519013047218323,0.6166666666666667,0.4882369815366875,10458.156899251833,1037.304608221819
RENOWN,0,9245.245923879182,0,7715.639434691947,0,7703.56149911685,0,7939.556530407183,0,5703.096432789813,0,7349.259336027215,0,8422.130229699036,0,8033.115692185005,0,5964.5822740831645,0,8118.888937606185,0,5632.619826815188,0,8726.920577819496,0,8096.32381465569,0,8997.640470245788,0,9401.823763358778,0,10261.496816122331,0,7762.295680920703,0,8080.029933782554,0,8414.370072663954,0,8642.983258913111,0,8371.025992171166,0,7855.454113123243,0,8043.366329522427,0,7688.384013594525,0,9408.493784754031,0,7855.746410946652,0,7592.610759865739,0,6373.629978117595,0,7094.314658758416,0,8043.657520668319,1,7577.309649892816,0,6213.452672512959,0,7620.81288375748,0,8625.035143455196,1,9319.796113518558,1,8953.443992479457,1,7419.515883359497,1,7101.475619285635,0,6012.087047349389,1,6908.656809936841,0,5936.004540299534,0,7165.673202837288,1,7252.59411009961,0,5030.909056657842,1,9148.756231146608,1,8336.870279805928,0,6197.122853374681,1,7150.684028122899,0,6897.002110900242,0,8127.11167175523,0,6931.980935283582,0,7447.291781814696,1,6592.991695714867,0,8397.743335009807,1,6005.509295106662,1,9415.33357349831,1,7329.932143178145,0,7994.184246212892,0,8904.591615653599,1,5170.5572779252,0,6142.980134203934,1,6525.940282461652,1,8209.357403960921,0,8432.477145851457,0,8226.234792142328,1,8355.401299744113,1,7866.623001938698,0,6348.623785090887,0,7223.858217455306,0,8299.088210692702,1,5703.368963118006,1,7990.541028989409,1,6370.102251777897,1,8338.005878888827,0,6961.875643395083,1,8953.926027910982,1,8952.242662982597,0,8050.447386849862,0,6529.577822864191,1,7344.649520004382,0,7682.792307397189,0,9356.873063936557,0,6909.4129578845295,0,6933.190595349831,1,5845.437196354131,1,7318.722742320311,1,8851.85174044388,1,6751.627031009058,0,7413.055037411434,1,7753.592222240291,0,5510.579673448804,0,7428.502161351809,1,5746.24690467855,0,6494.893987533222,0,7844.9828396580115,1,8114.280699161811,0,6283.9114433632985,1,7416.862548813984,0,5818.7350993690925,0,7822.5339063892125,1,7517.497144312966,0,6952.070400869709,0,5164.072599124982,0,6906.29676087772,0,7497.285821479079,0,6289.634875136026,0,6843.015615668353,0,5858.818240223294,0,6352.116674700691,1,6717.026232818846,0,5880.87501885908,0,8740.257077269742,0,6300.075273374887,1,6532.016868090915,0,5803.449737950263,1,7540.10694474412,0,4415.721384112972,0,6139.400009184146,0,7843.605772251183,1,6195.206605827556,0.2262769490480423,0.325,0.4703386943415968,7377.788737854714,1139.4330357721851
